,N,J,w_xray,xray_native_0+xray_native_1,rmsd,r_free_native_0,r_work_native_0,xray_native_0,r_free_native_1,r_work_native_1,xray_native_1,ff,pdb,w_0_native_0,w_0_native_1,w_1_native_0,w_1_native_1,cif_0,cif_1
0,2.0,2.0,0.25,9.210866417078012,0.2180520178639334,0.2348974238459704,0.2343558752139345,4.60192094370659,0.2460951909278471,0.2333912308872912,4.608945473371422,60011.29227583484,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full/0/output_908/pdbs/380.pdb,0.2845867763361701,0.7496339926528485,0.71541322366383,0.2503660073471515,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif
1,2.0,1.0,0.25,,0.2256388065101672,0.2463052217042198,0.2154822337509481,4.432669552350179,,,,74184.46773400613,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full/1/output_218/pdbs/120.pdb,0.3164377320892346,,0.6835622679107654,,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_0.cif,
2,2.0,1.0,0.25,,0.132098227023945,,,,0.203131451549197,0.1932323805342591,4.356456597212951,64439.67259137312,/wynton/group/sali/mhancock/xray/sample_bench/out/267_full/2/output_145/pdbs/483.pdb,,0.3684323085266937,,0.6315676914733063,/wynton/home/sali/mhancock/xray/dev/45_synthetic_native_4/data/cifs/native_1.cif,
