,N,J,w_xray,r_free_7mhf,rmsd,r_work_7mhf,xray_7mhf,r_free_7mhg,r_work_7mhg,xray_7mhg,ff,pdb,w_0_7mhf,w_0_7mhg,w_1_7mhf,w_1_7mhg,cif_0,cif_1,r_free_7mhh,r_work_7mhh,xray_7mhh,w_0_7mhh,w_1_7mhh,r_free_7mhi,r_work_7mhi,xray_7mhi,w_0_7mhi,w_1_7mhi,r_free_7mhj,r_work_7mhj,xray_7mhj,w_0_7mhj,w_1_7mhj,r_free_7mhk,r_work_7mhk,xray_7mhk,w_0_7mhk,w_1_7mhk
0,2.0,2.0,1.0,0.2210192272836765,,0.1849666641639841,5.128578833699216,,,,4797.310953706907,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/0/output_798/pdbs/3_7mhf.pdb,0.7228863977222572,0.4301608668104404,0.2771136022777428,0.5698391331895596,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
1,2.0,2.0,1.0,,,,,0.2271855137789103,0.1818796963593696,5.042987329831027,3872.136955792831,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/0/output_119/pdbs/1_7mhg.pdb,0.9366009472896114,0.4226280510137226,0.0633990527103885,0.5773719489862774,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhg.cif,,,,,,,,,,,,,,,,,,,,
2,2.0,2.0,1.0,0.2244169753322046,,0.185022699239531,5.1351970213612965,,,,4745.290438912603,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/1/output_584/pdbs/1_7mhf.pdb,0.6886090374368078,,0.3113909625631922,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,,,,0.6682365293097131,0.331763470690287,,,,,,,,,,,,,,,
3,2.0,2.0,1.0,,,,,,,,2517.8675640371744,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/1/output_895/pdbs/7_7mhh.pdb,0.2232537211927939,,0.7767462788072061,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhh.cif,0.2496430900826132,0.1728765949906363,5.628416732725562,0.5015295232138495,0.4984704767861506,,,,,,,,,,,,,,,
4,2.0,2.0,1.0,0.2242265382476832,,0.1853700679315875,5.1315411644845375,,,,4747.400891866842,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/2/output_1120/pdbs/1_7mhf.pdb,0.6837519937962676,,0.3162480062037324,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,,,,0.0098681125181572,0.9901318874818428,,,,,,,,,,
5,2.0,2.0,1.0,,,,,,,,2868.5853602441307,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/2/output_972/pdbs/239_7mhi.pdb,0.3775080278264163,,0.6224919721735837,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhi.cif,,,,,,0.2339037889613843,0.1770049983956933,5.095593221785714,0.5900471316682951,0.4099528683317048,,,,,,,,,,
6,2.0,2.0,1.0,0.2253624560963773,,0.1834062554521583,5.121167735971477,,,,3778.1029192581946,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/3/output_1439/pdbs/1_7mhf.pdb,0.5539783579268873,,0.4460216420731127,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,,,,0.8841801220927197,0.1158198779072802,,,,,
7,2.0,2.0,1.0,,,,,,,,2720.397270897967,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/3/output_1087/pdbs/89_7mhj.pdb,0.842363063990912,,0.157636936009088,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhj.cif,,,,,,,,,,,0.2442117622461284,0.1816202282510553,5.183887387420188,0.4343860779609966,0.5656139220390034,,,,,
8,2.0,2.0,1.0,0.2237189993472597,,0.1841875482329873,5.120656083939174,,,,4190.27138011425,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/4/output_1315/pdbs/2_7mhf.pdb,0.5722838001820592,,0.4277161998179408,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,,,,0.04112785964109,0.95887214035891
9,2.0,2.0,1.0,,,,,,,,3020.89652884066,/wynton/group/sali/mhancock/xray/sample_bench/out/283_2_cond_ref_phenix_ref_3/4/output_1828/pdbs/158_7mhk.pdb,0.5141831179301525,,0.4858168820698474,,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhf.cif,/wynton/home/sali/mhancock/xray/dev/38_standard_flags/data/7mhk.cif,,,,,,,,,,,,,,,,0.2559632003531538,0.1877682862240086,5.097082090786192,0.5494883821773404,0.4505116178226596
