,xray_0+xray_1,pdb,xray_0,xray_1,r_free_0,r_free_1,w_0_0,w_0_1
0,11.362283023410475,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/452.pdb,5.658269726296955,5.70401329711352,0.2693899437431486,0.2749682319776183,1.0,1.0
1,11.362464253172464,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_52/pdbs/226.pdb,5.653581203947802,5.708883049224662,0.2712604206878453,0.2662612927163368,1.0,1.0
2,11.363195339065278,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/399.pdb,5.65641724081698,5.706778098248297,0.2687960109589475,0.2775914466485111,1.0,1.0
3,11.363516837256764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/379.pdb,5.657680679634551,5.705836157622213,0.2676000746761491,0.276561838621321,1.0,1.0
4,11.363525186453785,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1224/pdbs/146.pdb,5.655975201913766,5.707549984540019,0.2669627226811379,0.2703343807453662,1.0,1.0
5,11.363867505043594,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_52/pdbs/367.pdb,5.654507538787684,5.709359966255909,0.2652210942868018,0.2768527250335343,1.0,1.0
6,11.363899322476364,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_52/pdbs/372.pdb,5.657165761003688,5.706733561472676,0.2725198512229521,0.2692304803437644,1.0,1.0
7,11.363899788053754,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/374.pdb,5.657939826480637,5.705959961573117,0.2676133086700197,0.2763526618515673,1.0,1.0
8,11.364095299816775,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1213/pdbs/290.pdb,5.657296938667021,5.706798361149753,0.2676337275501363,0.2757208742394448,1.0,1.0
9,11.364191432845608,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/445.pdb,5.657092916811608,5.707098516033999,0.2666984258528987,0.2805062096164756,1.0,1.0
10,11.364235881289515,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_52/pdbs/343.pdb,5.657215542244922,5.707020339044593,0.2724231681101917,0.2693951626012416,1.0,1.0
11,11.36438697313325,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_859/pdbs/400.pdb,5.656794934196516,5.707592038936733,0.2726988733113046,0.2771420304599587,1.0,1.0
12,11.364510766735034,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_627/pdbs/328.pdb,5.656429061817288,5.708081704917745,0.2646082344771618,0.2763926431553089,1.0,1.0
13,11.364565661406694,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1704/pdbs/304.pdb,5.660225772166729,5.704339889239965,0.2709630079192016,0.2793748028181139,1.0,1.0
14,11.364734592597866,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_640/pdbs/216.pdb,5.658637340402788,5.706097252195077,0.2687684792821984,0.2726841365654144,1.0,1.0
15,11.364773528448984,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_466/pdbs/181.pdb,5.654019467625032,5.710754060823952,0.2616473109425188,0.2790678684627847,1.0,1.0
16,11.364777728423771,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_640/pdbs/230.pdb,5.660096459185429,5.704681269238343,0.2699688168525055,0.2734029277315439,1.0,1.0
17,11.364791684926107,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_575/pdbs/357.pdb,5.655812555904534,5.708979129021572,0.2689443797711233,0.2792115950466035,1.0,1.0
18,11.364808017802037,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_6/pdbs/417.pdb,5.657816882125299,5.706991135676738,0.2703946776236653,0.2720154300161424,1.0,1.0
19,11.364857198607844,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/423.pdb,5.654673167920039,5.710184030687805,0.2622628313862836,0.2791186841608896,1.0,1.0
20,11.364965013250195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_640/pdbs/231.pdb,5.657967798359707,5.706997214890487,0.2691519877876216,0.2764000905269589,1.0,1.0
21,11.364974238265823,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/457.pdb,5.659027164715906,5.7059470735499165,0.271077864217156,0.2793868232374685,1.0,1.0
22,11.365014748042316,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_181/pdbs/336.pdb,5.6579761032693705,5.707038644772946,0.2700472125478303,0.2765074071086835,1.0,1.0
23,11.36503895384236,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/459.pdb,5.656749585011353,5.708289368831007,0.2641813479078427,0.2802116303010473,1.0,1.0
24,11.36508563720094,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_640/pdbs/139.pdb,5.655380735768123,5.709704901432817,0.2659388759252242,0.2804493564795655,1.0,1.0
25,11.36510078708923,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1435/pdbs/477.pdb,5.657896073931207,5.707204713158022,0.2724898753241782,0.276874321121853,1.0,1.0
26,11.365105247154357,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1603/pdbs/473.pdb,5.658774928460465,5.706330318693891,0.2694352607093042,0.2711031979889221,1.0,1.0
27,11.36524870962512,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_905/pdbs/452.pdb,5.655873622607984,5.709375087017137,0.2650426897369787,0.2800230055019891,1.0,1.0
28,11.36529213587536,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_1224/pdbs/132.pdb,5.659200388021878,5.706091747853481,0.2705402390915128,0.2751156133328233,1.0,1.0
29,11.365334500827583,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/146_1_state_2_cond/515356/output_2/pdbs/474.pdb,5.657971500756292,5.70736300007129,0.2645818829514078,0.2794663787340767,1.0,1.0
