,job_id,xray_min,xray_mean,xray_std,rmsd_min,rmsd_mean,rmsd_std,rmsd_align_min,rmsd_align_mean,rmsd_align_std
0,0,3.012952272831765,5.204702036800144,0.37949647348010523,12.91968657496087,88.61019684157226,1000.0819440183852,10.183229080857195,77.51803761758579,1000.5610276052607
1,1,2.6890780030490404,5.236958545598147,0.3800466997489445,13.133161633941375,244.60111490146934,41182.09822357806,11.88369533570795,227.5543508861788,41180.222987692236
2,2,2.598100199699232,5.2568404324127185,0.3821619608781436,12.488413341914974,31.835908216267963,15.19062501871403,11.703749731772916,21.832785631077666,12.966263683732876
3,3,3.0627159971826634,5.2990304183595764,0.37832460581809935,4.559978257631692,93481.78150336983,581762.4730628105,4.5078469534164105,93468.56671135314,581742.0058138843
4,4,3.00486782317914,5.264001089591226,0.37905362864539033,12.752208678380136,37246.193504150215,616884.6020770476,10.47589738926234,37226.94632001478,616745.980936602
5,5,2.8782381787626883,5.298069434125511,0.37660041564294794,9.333148341485144,2971.283337777157,23259.25610053639,9.118199156970828,2957.9672887272086,23259.535110105884
6,6,2.9754354680351858,5.264063406306539,0.37931869264592377,12.64957755438476,147.57029482477503,1349.8041673089456,12.507928773266562,137.12946048000086,1350.1565175769806
7,7,2.707024198123673,5.278709044480546,0.37941826415473456,4.524182363104607,749.7687354716201,4605.266222873227,4.4238860027138,738.201802581675,4606.113772774043
8,8,3.086129169153496,5.307457428441026,0.38600823403932877,6.380851070561385,24542.518697694388,326520.14015014184,6.244898493764539,24526.913527943492,326479.5139710986
9,9,2.856913989066596,5.280730819277948,0.38107705624139393,4.966249739720103,10363.98869405652,53541.66116799224,4.868102054408596,10350.676932954186,53542.74678587975
10,10,2.938262754912656,5.318997236563914,0.38155045381593516,9.631490064644304,161.8834673470816,1741.9703433745324,9.543098360458735,149.4806182363828,1742.2338563152248
11,11,2.868440990058527,5.331261102856852,0.38123907259444445,3.332778152746702,2453.5855478366934,14150.231724774363,3.319037269866096,2442.302981764403,14151.4342484174
12,12,3.101515885521932,5.344166244465678,0.3892523714402077,4.869688712075472,643.6564872497615,5097.674393858748,4.839577952821793,632.0494365013593,5097.765062234591
13,13,2.6429587866794733,5.358412650668277,0.39503065032408413,11.889633936558894,11302.202514033905,108350.2966354847,11.734686050747092,11288.711869960118,108349.34173101679
14,14,2.9110188588344568,5.303942068942173,0.3760643524460272,4.184943415196036,63293.13163597802,351346.24722860917,4.168969053766372,63276.725177151886,351346.6020936724
15,15,2.783072411259365,5.367901581765681,0.38418363975541403,6.38044769228468,403.8583545294042,6528.118378497863,6.255617586738427,393.0314001350204,6528.293429065098
16,16,2.738553873504592,5.34102758733521,0.3816157932283635,6.3179313890693045,52176.92199118363,24236253.98355694,6.226132895953776,52162.33066041018,24235989.23138156
17,17,2.99813535059108,5.344465787167986,0.37886762843681926,11.228019386934085,324.43387322170895,5824.909964975343,10.692240048521429,308.92988643838714,5825.476983080749
18,18,2.8567026893726783,5.357449687669807,0.37502175077054045,10.897593236344685,1720.691092377299,19668.830629618395,10.616499396305205,1707.1810250749604,19669.841000978366
19,19,3.0238936796201394,5.3611020263815234,0.36193534917081643,5.545218377414111,104.63006651339468,669.650054810211,5.439357595221879,89.98822149156075,670.4598796166919
20,20,2.8064369770663475,5.3464500844050855,0.37348948715843683,4.71028106780836,2464.0838324560273,23710.343813481628,4.44822644467772,2450.5739343830433,23711.50830214987
21,21,2.262314420577619,5.355296582018453,0.3689635058950303,11.183765760683915,46.20043394521735,117.49151328870602,10.434662033470111,29.80687736718637,117.1956006985881
22,22,2.796148146595211,5.363784582398854,0.3752938532722811,10.596413294050022,905.1864770996813,12442.728018420812,10.399801242987564,889.9325155309486,12442.533359928464
23,23,3.001602642145174,5.378946618407344,0.37249796221159925,2.230011252987901,975.9680716514539,14860.862104299007,2.1880368172637032,962.8823068482492,14861.445884065344
24,24,2.956512267834204,5.338143674515901,0.36684894666168555,10.16567277465866,278.3712138092753,1234.139323784126,9.818641326503418,261.55592686327543,1236.6789431282898
25,25,2.825586922229237,5.3862601049402565,0.3612862338237631,5.254652999663248,1997.7741136044815,23579.178271169763,5.217083029070667,1985.4526432209052,23578.43147892147
26,26,2.980389771753813,5.347967726201342,0.3620864665149189,8.568048407110352,75.9495942362062,265.5351627599079,8.327765953850005,60.21215636782748,267.27131115799585
27,27,2.767701131356067,5.349121869502935,0.3611908166541056,9.43236165614156,2511.7369228702823,84449.09795536594,9.122992467507313,2496.69887243163,84418.92171285201
28,28,3.1112198970586133,5.384336067468717,0.36512414530712706,2.5912096539552265,163158.85729936077,845232.1960409298,2.517501503129816,163145.59726315382,845224.8607047682
29,29,3.03121161610109,5.427863141794109,0.3600244731433992,8.262579923864944,3399.162908955091,53313.553132966954,7.8718316252613425,3384.368405423093,53313.18073593912
30,30,3.014840911928466,5.442438614776291,0.36634303395771856,8.467643973935235,179.76131048047338,1770.0711096202951,8.226828390173576,169.7589336777285,1770.6675079914842
31,31,3.18340113026205,5.37848731207887,0.34948433902750936,3.762149339702292,33472.36494604115,245719.05050897153,3.653917381197841,33461.74947028288,245717.7480370396
32,32,3.2353612119236983,5.4155698912058465,0.3581796195723664,5.693764252964471,64380.697192510925,721374.9937436548,5.336470894744187,64362.5628111002,721325.9362779848
33,33,3.055908459171085,5.3960788311106205,0.35989005095070364,7.414214387381103,13524.329768324516,112543.04829661017,7.032387414562818,13512.165988775885,112543.3872343234
34,34,2.7056878558902024,5.4020624550138185,0.3535731530557092,4.850916060421318,2942.195126652733,54675.77315730001,4.532358218508041,2928.0202283291073,54675.94306124334
35,35,3.042954612431713,5.386086640916251,0.3526899986204829,5.205092265541826,51357.95535155432,301120.94194000756,4.344265831180233,51338.923242606645,301120.17954427376
36,36,3.040905149081788,5.381647123845116,0.34484959581640634,5.136325573336291,5004.377991162271,97607.9809928724,4.891563820210701,4988.876599378026,97607.38264461065
37,37,2.9151275462555435,5.417203239955116,0.34261332798849264,4.793672872024014,80.81180301395804,602.5222029915763,4.625453550378364,66.17683561761615,603.1265705730294
38,38,2.6678152311402203,5.423021056595766,0.34754304336067804,3.002342235756955,60375.846709930156,356159.39558197046,2.728787242712911,60363.774654430046,356156.6474135146
39,39,3.057195522727989,5.377471479595049,0.3329895531869974,0.747440026626862,4686.482155984531,48355.18035574481,0.6130500333856513,4664.342137664103,48356.70052106997
40,40,3.295966736288729,5.397817053824116,0.32125314326881194,1.9964097146273077,71.15745511677346,537.3391609372288,0.761679078513232,42.68354052493946,535.7262733267372
41,41,2.8900717797752917,5.408088912971734,0.3069991262287603,1.1292464604474703,160.3909201664712,888.4246570069162,0.4928612184464799,128.20819436920377,890.4578448807478
42,42,3.168662138258184,5.439650207090089,0.26867476049527445,0.8358652712549097,5427.660363847455,30508.43555081304,0.5231155849838822,5375.129850139697,30516.03650177452
43,43,3.5057274447938207,5.475650707993579,0.1539744276385147,0.6084988030958222,296.091524554695,17911.00563766504,0.4863421147371816,230.5491239880159,17910.97299047331
44,44,3.549575153924145,5.446455625633768,0.08507408384105448,0.6836680767148445,118.77791200766941,112.08556972834377,0.4685621683656926,1.4259249970964936,3.3170295389009863
45,45,3.782923774357477,5.458764132518563,0.04612894490428822,0.6764559910679355,32993.086498109085,592513.7373100629,0.5148677658930036,32891.75399515261,592516.3182050528
46,46,5.342722941309636,5.456738722604556,0.03942699360298691,0.619314215184798,97.16368357827781,98.4491954258363,0.4979997873723584,0.7732786894155581,0.12511055753898384
47,47,5.371427033800478,5.46380699998102,0.031259619795988035,0.5892324471359922,84.39757238487113,79.25764965737423,0.4912208016307183,0.7466794219999436,0.11263383902205099
48,48,5.370355650354326,5.451350214872305,0.029431337327307894,0.5980911463293592,72.55419518511195,75.30759437543185,0.4778974710742399,0.6894666511712502,0.09741418435919667
49,49,3.342830091889843,5.4393774868151485,0.03684806705371278,0.5740632037774762,426.5460481953194,7652.255542931545,0.4968353579653932,334.0339854771929,7655.715130871639
50,50,5.345693487965189,5.439912208027516,0.027229276506015528,0.4869829070024102,70.25069341529618,60.78845830028154,0.4501820176561881,0.6234370963281193,0.0700306644692278
51,51,5.333269475027205,5.437675281648454,0.03189647037426464,0.5570173387946091,94.3688105799101,87.94335498596357,0.4454577982330667,0.6371643303460378,0.07613405339193736
52,52,5.360609373885665,5.430617269917836,0.02603705183946654,0.5707359555588283,84.15433090191526,70.12269374297811,0.4358841935274074,0.602312461860799,0.06890090290358665
53,53,5.349495283012358,5.420685350586628,0.023805263883262043,0.5437024468541174,99.56088409435355,81.92093080141073,0.453801889214419,0.5964774299063272,0.06015708038952574
54,54,3.270990952350009,5.421080196495436,0.07794735101790105,0.5814688654983142,12092.03186409733,115356.52861479612,0.4425529738240789,12021.982073611305,115359.99690887949
55,55,5.360536936957781,5.415462796388842,0.022891270977030847,0.5103750550748647,74.05174649531884,61.77262441007521,0.4378039877478144,0.570324642280938,0.04368116175269193
